ObjectMappingID,SourceConnection,ObjectType,SourceSchema,SourceTable,DestinationConnection,DestinationSchema,DestinationTable,PrimaryKeyColumn,IsEnabled,IsNew
2040,ICONI,PSA_Iconi,dbo,vBIRefugee_Safeguarding,sql_dwh,ICONI,vBIRefugee_Safeguarding,safeguarding_id,1,1
2041,ICONI,PSA_Iconi,dbo,vBIRefugee_Site,sql_dwh,ICONI,vBIRefugee_Site,site_id,1,1
2042,ICONI,PSA_Iconi,dbo,vBIRefugee_UserAvailability,sql_dwh,ICONI,vBIRefugee_UserAvailability,user_availability_id,1,1
2043,ICONI,PSA_Iconi,dbo,vBIRefugee_UserCalendarWeek,sql_dwh,ICONI,vBIRefugee_UserCalendarWeek,user_calendar_week_id,1,1
2044,ICONI,PSA_Iconi,dbo,vBIRefugee_Vacancy,sql_dwh,ICONI,vBIRefugee_Vacancy,vacancy_id,0,1
2046,ICONI,PSA_Iconi,dbo,vBIRefugee_VacancyInterest,sql_dwh,ICONI,vBIRefugee_VacancyInterest,vacancy_interest_id,1,1
80,ADAPT,PSA_Adapt,dbo,PROP_QUESTION_GEN,sql_dwh,ADAPT,PROP_QUESTION_GEN,ID,1,1
200,MIDATA,PSA_MIData,dbo,FCWHP_MainTable,sql_dwh,MIDATA,FCWHP_MainTable,RecordID,1,1
201,MIDATA,PSA_MIData,dbo,FCWHP_Module1ReqTable,sql_dwh,MIDATA,FCWHP_Module1ReqTable,RecordID,1,1
202,MIDATA,PSA_MIData,dbo,FCWHP_MonthTable,sql_dwh,MIDATA,FCWHP_MonthTable,RecordID,1,1
203,MIDATA,PSA_MIData,dbo,vw_LUSYS_AllUsers,sql_dwh,MIDATA,vw_LUSYS_AllUsers,ID,1,1
204,MIDATA,PSA_MIData,dbo,vw_CPN_Combined,sql_dwh,MIDATA,vw_CPN_Combined,RecordID,1,1
205,MIDATA,PSA_MIData,dbo,WHPCPN_MainTable,sql_dwh,MIDATA,WHPCPN_MainTable,RecordId,1,1
206,MIDATA,PSA_MIData,dbo,PROVNET_MainTable,sql_dwh,MIDATA,PROVNET_MainTable,RecordId,1,1
207,MIDATA,PSA_MIData,dbo,PROVNET_InterventionsTable,sql_dwh,MIDATA,PROVNET_InterventionsTable,RecordId,1,1
208,MIDATA,PSA_MIData,dbo,WHPCPN_FeedbackTable,sql_dwh,MIDATA,WHPCPN_FeedbackTable,RecordId,1,1
209,MIDATA,PSA_MIData,dbo,LUSYS_WHPCPN_Providers,sql_dwh,MIDATA,LUSYS_WHPCPN_Providers,ID,1,1
500,BOTINSIGHT,PSA_BotInsight,dbo,RPA_ROI_Report,sql_dwh,BOTINSIGHT,RPA_ROI_Report,Bot_Identfier,1,1
